#src	target
你们的工厂是三十年以前开的，我觉得你们也可以去问政府可以不可以给你们钱为了编号你们的工厂。	你们的工厂是三十年以前开的，我觉得你们也可以去问政府可以不可以给你们钱为了变好你们的工厂。
别的原因、我不喜欢要很多费用。我觉得对这样不用负钱。	别的原因、我不喜欢要很多费用。我觉得对这样不用付钱。
我八点差五分到班公司来找您，可是找不著您，所以我决定留一张字条。	我八点差五分到办公室来找您，可是找不著您，所以我决定留一张字条。
如过要充分利用网路的好处，那就要找到平衡点。	如果要充分利用网路的好处，那就要找到平衡点。
他又高又受，有红颜色的头发，蓝颜色的眼睛。	他又高又瘦，有红颜色的头发，蓝颜色的眼睛。
我知道公司是你的心血，在加上你只有我们两个兄弟，所以公司的未来不靠我们，那靠谁呢？	我知道公司是你的心血，再加上你只有我们两个兄弟，所以公司的未来不靠我们，那靠谁呢？
我们然后去新家波看他的城市那么发展。	我们然后去新加坡看他的城市那么发展。
一定要逼您们还给老性正常的生活。而且，还给您们罚钱。	一定要逼您们还给老姓正常的生活。而且，还给您们罚钱。
一般大一、大二学生都坐家师或发广告片，大三、大四学生可以在某些公司坐半天工作。	一般大一、大二学生都做家事或发广告片，大三、大四学生可以在某些公司做半天工作。
不要因为那位同学觉得你是小偷而导致你对他有偏见，我相信他心理一定比妳更尴尬更不舒服。	不要因为那位同学觉得你是小偷而导致你对他有偏见，我相信他心里一定比妳更尴尬更不舒服。
可是以前的环境的话女人结婚生孩子之后没办法继续工作。因为社会没有结婚生孩子之后女人可以继续公做的安排。	可是以前的环境的话女人结婚生孩子之后没办法继续工作。因为社会没有结婚生孩子之后女人可以继续工作的安排。
如果孩子念未来赚不到很多钱的系像音乐、文法、艺术等，那么不多浪费。	如果孩子念未来赚不到很多钱的系像音乐、文法、艺术等，那么不多浪费。
而有些小朋友很调皮，常常乱闹、抓弄别人，老师讲一两次可能也听不进去。	而有些小朋友很调皮，常常乱闹、捉弄别人，老师讲一两次可能也听不进去。
首先我要说辛苦您们天天的徒劳，同时希望你们会拿到更好的利益与信赖。	首先我要说辛苦您们天天的苦劳，同时希望你们会拿到更好的利益与信赖。
好了，美关系了。我们坐下来吃饭吧！	好了，没关系了。我们坐下来吃饭吧！
不过适当的使用网路比起整天在电脑前面茶不思饭不想的行为可以发挥更好的帮助。	不过适当地使用网路比起整天在电脑前面茶不思饭不想的行为可以发挥更好的帮助。
其实我也有一个这种经验，从现在简单的介绍那一个事情吧。	其实我也有一个这种经验，从现在简单地介绍那一个事情吧。
希望后天我会上可了。	希望后天我会上课了。
这里的公车是，应该５个小时一班阿！	这里的公车是，应该５个小时一班啊！
上课的时候有一个学生不懂再黑板写的东西，他的同学把这些东西教他。	上课的时候有一个学生不懂在黑板写的东西，他的同学把这些东西教他。
我不咀导要是买聘果西瓜李子。	我不知道要是买苹果西瓜李子。
我发山发的很好。	我爬山爬的很好。
考完试以后我就有空了，所以等考完是我再给你打电话，好吗？	考完试以后我就有空了，所以等考完试我再给你打电话，好吗？
大家受不了了，所以我要介意您们这么样可以处理？！	大家受不了了，所以我要建议您们怎么样可以处理？！
下午二点二十分，我们上课，下午学很多字合唱父系语法，所以我们常觉得有一点累。	下午二点二十分，我们上课，下午学很多字和常复习语法，所以我们常觉得有一点累。
在山上有很多木都是录色的，空气也很好。	在山上有很多木都是绿色的，空气也很好。
作天我的叫李大明的好朋友到我家来。	昨天我的叫李大明的好朋友到我家来。
因此，我才了解我所学到的经济方面知识有助帮别人的忙，使它们进一步发展。	因此，我才了解我所学到的经济方面知识有助帮别人的忙，使他们进一步发展。
因为现在的社会上如果你不断的学习不断的接受新的知识你有可能被社会淘汰，现代女性工作能力很强，他们可以去外面工作同时也能把家里的事情安排得很好。	因为现在的社会上如果你不断地学习不断的接受新的知识你有可能被社会淘汰，现代女性工作能力很强，她们可以去外面工作同时也能把家里的事情安排得很好。
所以他请一个小姐帮告诉他从这里到市大学校怎么走？然后再那个小姐告诉他市大学校从这里往前面一直走经过十字路口就到市大学校了。	所以他请一个小姐帮告诉他从这里到师大学校怎么走？然后再那个小姐告诉他师大学校从这里往前面一直走经过十字路口就到师大学校了。
你也可以给自己放假，现在好好休息，等到经济恢复时，你就可以好好的干一番事业了。	你也可以给自己放假，现在好好休息，等到经济恢复时，你就可以好好的干一番事业了。
我只有最小一个月旅行，你能去多久？	我只有最少一个月旅行，你能去多久？
来了台湾的时候他一个中国句子都不会说、一个图片都看不懂、还有一个朋友都没有，怎门办？	来了台湾的时候他一个中国句子都不会说、一个图片都看不懂、还有一个朋友都没有，怎么办？
如果叫大学生不应该半工半读，我们社会可以负得起这些学生的生活负担吗？负得起他的学费吗？	如果叫大学生不应该半工半读，我们社会可以付得起这些学生的生活负担吗？负得起他的学费吗？
我们可以去四班牙，因为我的父母住在哪里，还有很多地方我们可以去玩。	我们可以去西班牙，因为我的父母住在那里，还有很多地方我们可以去玩。
他们可能觉得这才是学生的生活，这样才算起来你是张大了。	他们可能觉得这才是学生的生活，这样才算起来你是长大了。
珍现在赶快休息休息，补充体力准备迎见新的开始吧。	趁现在赶快休息休息，补充体力准备迎接新的开始吧。
但对未来我有一些打算，不依定像您经营的事业的发展但我还希望可以实现。	但对未来我有一些打算，不一定像您经营的事业的发展但我还希望可以实现。
如果是因为刺激经济及交通方便而失去即有的自然。独特动植物，的确是太大的损失了。	如果是因为刺激经济及交通方便而失去既有的自然。独特动植物，的确是太大的损失了。
那天我定了我们以前很喜欢一起去的馆子，就一起好好叙叙旧吧！	那天我订了我们以前很喜欢一起去的馆子，就一起好好叙叙旧吧！
你的家人的生体好？	你的家人的身体好？
你是我的学生阿？	你是我的学生啊？
因为时间的关系，都极少和家人相处，就趁著这个机会顺道和家人好好的去玩玩，放松一下心情，这何尝不是件好事呢。	因为时间的关系，都极少和家人相处，就趁著这个机会顺道和家人好好地去玩玩，放松一下心情，这何尝不是件好事呢。
我们可以聊以前上学时的事情，开开心心的聊。	我们可以聊以前上学时的事情，开开心心地聊。
